query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
78,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=10648 AND mi_idx.info_type_id=101 AND mi.info_type_id=16 AND t.production_year=2008.0 AND t.phonetic_code=21046;",9.086299998094336,30,26.657558977603912,0,0.0
79,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<=2004.0 AND mi.info_type_id=16 AND mk.keyword_id=4255 AND mi_idx.info_type_id=99;",2541.962896039027,5036,24.72454309463501,0,0.0
80,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=5603 AND mi.info_type_id=107 AND t.kind_id=1;",17167.0809326355,26352,21.3572196662426,0,0.0
81,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=8454 AND t.kind_id=1 AND mi.info_type_id=5 AND mi_idx.info_type_id=99 AND t.production_year<=2011.0;",1340.7527079100546,2345,23.98870885372162,0,0.0
82,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=100 AND t.kind_id=1 AND t.production_year>=1971.0;",121730519.00723965,173540809,21.515820175409317,0,0.0
83,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=2002.0 AND mi.info_type_id=2 AND mi_idx.info_type_id=100 AND t.kind_id=4 AND t.phonetic_code=11358;",2.887099000000001,472,30.27109056711197,0,0.0
84,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year<=1940.0 AND mk.keyword_id=2849 AND t.phonetic_code<=543 AND mi.info_type_id=15 AND mi_idx.info_type_id=99 AND t.kind_id=1;",1.7855888302248426,30,27.803994715213776,0,0.0
85,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=2002.0 AND mk.keyword_id=1 AND mi_idx.info_type_id=101 AND t.kind_id=1 AND t.phonetic_code<=3061;",35625.1580806408,8968,24.728134274482727,0,0.0
86,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code=16571 AND t.production_year<=2004.0 AND t.kind_id=1 AND mk.keyword_id=714 AND mi_idx.info_type_id=99;",50.714251999999995,1500,29.261082410812378,0,0.0
87,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2000.0 AND t.kind_id=1 AND t.phonetic_code>=17364;",1760704.4271326503,2625519,20.443186163902283,0,0.0
88,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND mk.keyword_id=359 AND t.phonetic_code>=9919;",1493502.9454569824,990584,15.491899102926254,0,0.0
89,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=1975.0 AND t.kind_id=1 AND mi_idx.info_type_id=101 AND mk.keyword_id=2513;",3794.963491568873,5275,23.35357293486595,0,0.0
90,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year<=2009.0 AND mi_idx.info_type_id=101 AND mi.info_type_id=107 AND t.phonetic_code=12480 AND mk.keyword_id=33782 AND t.kind_id=1;",0.7872374090047233,15,30.692528933286667,0,0.0
91,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<=2003.0 AND t.phonetic_code<=19023 AND mk.keyword_id=55 AND mi_idx.info_type_id=99 AND mi.info_type_id=15;",2054.97445709333,7324,26.245079934597015,0,0.0
92,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code<=10386 AND t.kind_id=1 AND t.production_year>=1987.0 AND mi.info_type_id=1;",3439807.54041469,2702174,21.982718259096146,0,0.0
93,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=100 AND t.production_year<=2007.0 AND mk.keyword_id=254 AND t.phonetic_code=14650;",50.714251999999995,55,25.061797350645065,0,0.0
94,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=13 AND mi_idx.info_type_id=99 AND t.kind_id=1;",12271332.544260135,13402896,6.337422877550125,0,0.0
95,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code=1846 AND t.kind_id=1 AND t.production_year=2004.0;",50.71425199999999,108108,24.19527992606163,0,0.0
96,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code<=8120 AND mi_idx.info_type_id=99 AND t.production_year>=2007.0 AND mk.keyword_id=6314 AND t.kind_id=1;",3903.2957713738524,13588,22.56973460316658,0,0.0
97,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=545 AND mi.info_type_id=18 AND t.phonetic_code<=12248 AND t.production_year=1988.0 AND mi_idx.info_type_id=100;",19.8487662000463,22,20.796693861484528,0,0.0
98,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=99 AND t.phonetic_code=8125 AND mi.info_type_id=13 AND mk.keyword_id=6291 AND t.kind_id=1;",0.831792660428912,97,24.708744138479233,0,0.0
99,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=108 AND mi_idx.info_type_id=99 AND t.kind_id=1 AND mk.keyword_id=750 AND t.production_year=2005.0;",25.183970907603108,163,23.216698318719864,0,0.0
100,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year<=1990.0 AND mk.keyword_id=2387 AND mi.info_type_id=16;",8450.25855602234,5542,18.156729638576508,0,0.0
101,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=16 AND mi_idx.info_type_id=100 AND t.phonetic_code=2468 AND t.production_year=1994.0 AND mk.keyword_id=58234;",10.271747715811085,17,26.188358664512634,0,0.0
102,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=50 AND t.phonetic_code>=14560 AND t.production_year<=2006.0 AND mi_idx.info_type_id=99 AND mi.info_type_id=3;",1289.4034668260629,784,20.155169069767,0,0.0
103,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=58098 AND mi.info_type_id=15 AND t.production_year=1984.0 AND t.phonetic_code=10087;",2.887099000000001,177,21.831944584846497,0,0.0
104,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=2005.0 AND mk.keyword_id=683 AND t.phonetic_code=2145;",50.714251999999995,120,19.564136862754822,0,0.0
105,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=77 AND t.kind_id=2 AND mk.keyword_id=851 AND t.production_year<=1990.0;",5.055031145005305,21,22.64564111828804,0,0.0
106,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=99 AND t.kind_id=1 AND t.imdb_index<=2 AND mi.info_type_id=16 AND t.phonetic_code=2395 AND mk.keyword_id=121;",2.887099000000001,46,27.11518481373787,0,0.0
107,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code<=4710 AND t.production_year>=2008.0 AND t.kind_id=1 AND mk.keyword_id=1595 AND mi_idx.info_type_id=101 AND mi.info_type_id=7;",163.60314248080564,212,24.767521768808365,0,0.0
108,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2010.0 AND t.phonetic_code>=18259 AND t.kind_id=1 AND mi_idx.info_type_id=99;",479104.3048411332,583802,22.313561290502548,0,0.0
109,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=94 AND t.phonetic_code=1298 AND mi_idx.info_type_id=101 AND mk.keyword_id=79384;",0.2488753566358484,4,18.479283899068832,0,0.0
110,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=1994.0 AND mk.keyword_id=323 AND mc.company_type_id=1 AND t.kind_id=1 AND t.phonetic_code<=16955;",25681.819272710247,53362,25.98244696855545,0,0.0
111,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=98 AND t.production_year=2003.0 AND t.kind_id=1;",1924582.963894118,2199970,20.336080342531204,0,0.0
112,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND mk.keyword_id=265 AND t.phonetic_code<=6825 AND t.kind_id=1 AND t.production_year=2007.0 AND mc.company_type_id=1;",195.69923214803907,1383,24.74164217710495,0,0.0
113,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=2681 AND mk.keyword_id=6175 AND t.kind_id=1 AND t.production_year=2004.0;",19.794582000000005,12564,27.529899030923843,0,0.0
114,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=1994.0 AND t.kind_id=1 AND t.phonetic_code>=18365;",237090694.54970038,251627293,20.02442255616188,0,0.0
115,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=11816 AND mk.keyword_id=16936 AND mc.company_type_id=1 AND t.production_year>=1977.0 AND mi.info_type_id=7;",2432.614487052375,2623,18.792368471622467,0,0.0
116,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=16 AND mc.company_type_id=1 AND t.production_year=1995.0 AND t.phonetic_code<=21203;",12484798.747453123,8430043,16.981709748506546,0,0.0
117,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=7 AND t.phonetic_code<=16884 AND t.kind_id=1 AND mc.company_type_id=2;",33418216.803750087,27269086,17.357636243104935,0,0.0
118,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=3636 AND mi.info_type_id=15 AND mk.keyword_id=15719 AND mc.company_type_id=1 AND t.production_year<=2008.0;",0.2669661973856777,6751,22.524673491716385,0,0.0
119,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year<=1968.0 AND mi.info_type_id=16 AND mk.keyword_id=16466;",42098.496898892525,16568,13.739440590143204,0,0.0
120,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=16 AND mk.keyword_id=1905;",66176.94941712487,207700,11.867869645357132,0,0.0
121,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=34333 AND t.phonetic_code<=17258 AND mc.company_type_id=1 AND t.production_year=2011.0 AND mi.info_type_id=9;",44.65600625552054,230,25.10899305343628,0,0.0
122,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=4 AND t.production_year=2002.0 AND t.phonetic_code>=11792 AND mc.company_type_id=1 AND t.kind_id=1;",495416.85991712596,482765,24.473711848258972,0,0.0
123,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code=6132 AND t.kind_id=1;",69.42927100000001,3746804,19.700467586517334,0,0.0
124,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.kind_id=1 AND mk.keyword_id=137;",9175767.941005606,2404075,17.694447189569473,0,0.0
125,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=27985 AND t.phonetic_code=5170 AND t.kind_id=1 AND t.production_year<=2007.0 AND mc.company_type_id=1;",5.381964335436865,6120,27.44617685675621,0,0.0
126,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=46 AND t.production_year<=1996.0 AND t.kind_id=1 AND mk.keyword_id=1714;",3075.113800428581,9980,23.686598986387253,0,0.0
127,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=2008.0 AND mi.info_type_id=18 AND t.kind_id=1 AND t.phonetic_code<=3636 AND mk.keyword_id=28622;",33.10056030524089,1786,21.622322499752045,0,0.0
128,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=2082 AND t.production_year<=2011.0;",1102996.20730254,1560371,16.987528651952744,0,0.0
129,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.production_year=1995.0 AND mk.keyword_id=71583 AND mi.info_type_id=18 AND t.kind_id=1 AND t.phonetic_code<=6807;",103.24798806760357,417,24.950504302978516,0,0.0
130,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=105580 AND t.production_year=2003.0 AND t.kind_id=1 AND t.phonetic_code<=8067;",19.794582000000005,4116,25.10751411318779,0,0.0
131,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code<=11798 AND t.production_year=1956.0 AND t.kind_id=1 AND mk.keyword_id=1141 AND mc.company_type_id=2;",349.26937275867823,615,23.41996505856514,0,0.0
132,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=15 AND mk.keyword_id=75361 AND mc.company_type_id=1;",2949.6991724274285,29701,9.772889316082,0,0.0
133,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=54186 AND t.production_year=2000.0 AND t.phonetic_code=1805 AND mc.company_type_id=1;",28.11172869516545,8169,22.497352212667465,0,0.0
134,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=6019 AND t.phonetic_code>=18377 AND mi.info_type_id=15 AND t.kind_id=1 AND t.production_year=2009.0 AND mc.company_type_id=1;",532.1744698362021,1590,25.020483881235123,0,0.0
135,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=5002 AND mk.keyword_id=1382 AND t.kind_id=1 AND mc.company_type_id=2;",1738636.8595563495,914262,18.186647444963455,0,0.0
136,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=76 AND t.phonetic_code>=5139 AND t.kind_id=1;",9829519.289108746,8144875,16.63494110107422,0,0.0
137,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=13 AND t.phonetic_code>=1888 AND t.production_year>=2011.0 AND mk.keyword_id=16084 AND t.kind_id=1;",93.62920143190176,2573,24.080291390419006,0,0.0
138,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.season_nr<=12.0 AND t.phonetic_code<=7259 AND mk.keyword_id=2557 AND t.production_year>=2001.0 AND mi.info_type_id=15 AND mc.company_type_id=1;",39.446350234375814,12,21.966490894556046,0,0.0
139,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.kind_id=1 AND t.production_year>=1935.0 AND t.phonetic_code=17175;",116800.852262584,128104,20.645640790462494,0,0.0
140,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=17 AND t.production_year=1972.0 AND t.kind_id=1 AND t.phonetic_code>=9066;",376689.2019739972,690586,21.501649171113968,0,0.0
141,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=28886 AND mc.company_type_id=1 AND t.production_year>=1970.0 AND mi.info_type_id=107 AND t.phonetic_code=22522;",16.70627004060544,20,28.493918478488922,0,0.0
142,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=2011.0 AND t.phonetic_code<=20838 AND mk.keyword_id=104247 AND mi.info_type_id=7;",11.026532383078683,495,14.94482159614563,0,0.0
143,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=61671 AND mi.info_type_id=16 AND t.production_year=2012.0 AND t.phonetic_code>=10944 AND mc.company_type_id=1 AND t.kind_id=1;",200.68321195879932,2175,24.892784655094147,0,0.0
144,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=17 AND t.production_year=1934.0 AND mc.company_type_id=1;",174783.12543720863,337418,15.340033918619156,0,0.0
145,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=16677 AND t.kind_id=1 AND mc.company_type_id=1 AND mi.info_type_id=17 AND mk.keyword_id=3617 AND t.production_year>=2004.0;",15158.741150644137,37516,24.571765214204788,0,0.0
146,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=16 AND t.phonetic_code<=3016 AND mc.company_type_id=2 AND mk.keyword_id=14465 AND t.kind_id=1;",2635.9417104191657,10127,19.16792243719101,0,0.0
147,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code<=15964 AND t.kind_id=1 AND t.production_year<=1952.0 AND mi.info_type_id=16;",21005334.962810848,18812369,21.973460912704468,0,0.0
148,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=13666 AND mi.info_type_id=16 AND t.kind_id=1;",26265.886101550757,47510,11.957917362451553,0,0.0
149,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=851 AND t.phonetic_code>=17270 AND t.kind_id=1;",307378.8139409097,345984,15.723451972007751,0,0.0
150,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code<=19889 AND mi.info_type_id=1 AND t.production_year>=1930.0 AND t.kind_id=1;",26662803.247395214,31111320,22.291358560323715,0,0.0
151,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND t.phonetic_code=11767 AND t.production_year<=2009.0;",69.42927100000001,7270877,24.08015727996826,0,0.0
152,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=13 AND mc.company_type_id=1 AND t.phonetic_code=5493;",69.42927100000001,209258,15.240978449583054,0,0.0
153,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=5599 AND mc.company_type_id=1 AND mi.info_type_id=15 AND t.phonetic_code=18313 AND t.production_year>=1970.0;",2.6611757586775937,48,28.79691869020462,0,0.0
154,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=2004.0 AND t.phonetic_code>=16677 AND t.kind_id=1 AND mi.info_type_id=17;",31352205.73105923,39519304,14.980878680944443,0,0.0
155,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=17 AND t.production_year=2008.0 AND t.phonetic_code>=3636;",17576199.91773405,16740740,16.152899712324142,0,0.0
156,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.kind_id=1 AND mk.keyword_id=11144 AND mi.info_type_id=15 AND t.production_year<=2005.0;",22458.01537016115,45298,23.536253720521927,0,0.0
157,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=7 AND t.kind_id=1 AND t.phonetic_code<=2190 AND mc.company_type_id=1;",21243484.488006443,25052055,17.267532646656036,0,0.0
158,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=16575 AND t.kind_id=1 AND mi.info_type_id=67;",13.895611813243146,37128,16.199570149183273,0,0.0
